unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1659250800,2022-07-31 07:00:00,BTC/USDT,23799.03,23801.49,23787.84,23787.84,0.16583901,3944.9518356384
1659247200,2022-07-31 06:00:00,BTC/USDT,23780.83,23780.83,23780.83,23780.83,0.00000000,0.0
1659243600,2022-07-31 05:00:00,BTC/USDT,23780.83,23780.83,23780.83,23780.83,0.00000000,0.0
1659240000,2022-07-31 04:00:00,BTC/USDT,23780.83,23780.83,23780.83,23780.83,0.00000000,0.0
1659236400,2022-07-31 03:00:00,BTC/USDT,23780.83,23780.83,23780.83,23780.83,0.07815791,1858.6599708653
1659232800,2022-07-31 02:00:00,BTC/USDT,23847.38,23847.38,23847.38,23847.38,0.07683269,1832.2583548522
1659229200,2022-07-31 01:00:00,BTC/USDT,23739.00,23783.87,23739.00,23783.87,0.15952337,3794.0830940418996
1659225600,2022-07-31 00:00:00,BTC/USDT,23546.57,23653.39,23546.57,23653.39,0.15635763,3698.3880018657
1659222000,2022-07-30 23:00:00,BTC/USDT,23713.19,23713.19,23713.19,23713.19,0.00000000,0.0
1659218400,2022-07-30 22:00:00,BTC/USDT,23573.80,23713.19,23573.80,23713.19,0.32219932,7640.3736930308
1659214800,2022-07-30 21:00:00,BTC/USDT,23984.87,23984.87,23984.87,23984.87,0.00000000,0.0
1659211200,2022-07-30 20:00:00,BTC/USDT,24022.73,24037.00,23972.69,23984.87,0.12627359,3028.6556405833
1659207600,2022-07-30 19:00:00,BTC/USDT,24378.93,24404.82,24100.00,24100.00,0.10082317,2429.838397
1659204000,2022-07-30 18:00:00,BTC/USDT,24479.18,24479.18,24479.18,24479.18,0.00000000,0.0
1659200400,2022-07-30 17:00:00,BTC/USDT,24479.18,24479.18,24479.18,24479.18,0.00123342,30.193110195600003
1659196800,2022-07-30 16:00:00,BTC/USDT,24520.92,24520.92,24484.29,24484.29,0.13859920,3393.5030065680003
1659193200,2022-07-30 15:00:00,BTC/USDT,24442.10,24575.60,24442.10,24575.60,0.43779175,10758.9949313
1659189600,2022-07-30 14:00:00,BTC/USDT,24460.00,24460.00,24460.00,24460.00,0.84960000,20781.216
1659186000,2022-07-30 13:00:00,BTC/USDT,24500.00,24625.00,24435.00,24435.00,13.24989471,323761.17723885
1659182400,2022-07-30 12:00:00,BTC/USDT,24189.18,24300.00,24178.12,24300.00,12.50931900,303976.4517
1659178800,2022-07-30 11:00:00,BTC/USDT,23888.59,23888.59,23888.59,23888.59,0.12499999,2986.0735111141003
1659175200,2022-07-30 10:00:00,BTC/USDT,23871.27,23871.27,23871.27,23871.27,0.00833638,198.99997780259997
1659171600,2022-07-30 09:00:00,BTC/USDT,23921.28,23921.28,23921.28,23921.28,0.08315849,1989.2575236671998
1659168000,2022-07-30 08:00:00,BTC/USDT,23900.00,23916.24,23900.00,23916.24,0.23759713,5682.4299843912
1659164400,2022-07-30 07:00:00,BTC/USDT,23700.45,23700.45,23700.45,23700.45,0.00000000,0.0
1659160800,2022-07-30 06:00:00,BTC/USDT,23700.45,23700.45,23700.45,23700.45,0.00000000,0.0
1659157200,2022-07-30 05:00:00,BTC/USDT,23700.45,23700.45,23700.45,23700.45,0.00000000,0.0
1659153600,2022-07-30 04:00:00,BTC/USDT,23700.45,23700.45,23700.45,23700.45,0.04221406,1000.4922183269999
1659150000,2022-07-30 03:00:00,BTC/USDT,23799.07,23799.07,23799.07,23799.07,0.00000000,0.0
1659146400,2022-07-30 02:00:00,BTC/USDT,23799.07,23799.07,23799.07,23799.07,0.08209652,1953.8208262364
1659142800,2022-07-30 01:00:00,BTC/USDT,23906.00,23906.00,23785.26,23823.01,1.20753669,28767.158641236896
1659139200,2022-07-30 00:00:00,BTC/USDT,23906.89,23906.89,23906.89,23906.89,0.00000000,0.0
1659135600,2022-07-29 23:00:00,BTC/USDT,23950.00,24034.69,23906.89,23906.89,1.46844162,35105.872280761796
1659132000,2022-07-29 22:00:00,BTC/USDT,23785.51,23905.00,23763.77,23905.00,0.08734195,2087.9093147500002
1659128400,2022-07-29 21:00:00,BTC/USDT,23968.37,23968.38,23818.52,23818.52,0.01257399,299.49383229480003
1659124800,2022-07-29 20:00:00,BTC/USDT,23853.48,23935.76,23853.48,23935.76,0.01356807,324.7620671832
1659121200,2022-07-29 19:00:00,BTC/USDT,23915.50,23915.50,23840.00,23840.00,0.22380139,5335.425137599999
1659117600,2022-07-29 18:00:00,BTC/USDT,23796.80,24022.85,23796.80,23964.67,1.11022796,26606.2466861732
1659114000,2022-07-29 17:00:00,BTC/USDT,23716.37,23777.46,23643.98,23777.46,0.77621583,18456.4408491918
1659110400,2022-07-29 16:00:00,BTC/USDT,23942.49,23942.49,23649.66,23740.29,1.13540551,26954.8560749979
1659106800,2022-07-29 15:00:00,BTC/USDT,24028.38,24032.10,24028.38,24032.10,0.28900245,6945.335778645
1659103200,2022-07-29 14:00:00,BTC/USDT,23725.52,24159.09,23725.52,24112.69,0.83115742,20041.4412096598
1659099600,2022-07-29 13:00:00,BTC/USDT,23465.29,23570.87,23465.29,23570.86,0.09947450,2344.6995130699997
1659096000,2022-07-29 12:00:00,BTC/USDT,23678.31,23678.31,23475.06,23530.11,1.22031735,28714.2014804085
1659092400,2022-07-29 11:00:00,BTC/USDT,24000.25,24000.25,23711.95,23711.95,0.09673504,2293.776431728
1659088800,2022-07-29 10:00:00,BTC/USDT,24004.65,24049.03,24004.65,24024.44,0.04519153,1085.7012009932
1659085200,2022-07-29 09:00:00,BTC/USDT,23956.50,24031.81,23956.50,24031.81,0.43247859,10393.2433039479
1659081600,2022-07-29 08:00:00,BTC/USDT,23929.71,23929.71,23923.50,23923.50,0.14758001,3530.630369235
1659078000,2022-07-29 07:00:00,BTC/USDT,23963.06,23963.06,23948.01,23948.01,0.29764510,7128.0078312509995
1659074400,2022-07-29 06:00:00,BTC/USDT,24269.67,24408.80,24118.65,24118.65,1.08370931,26137.6055496315
1659070800,2022-07-29 05:00:00,BTC/USDT,23976.79,24099.86,23958.17,24038.66,0.04076110,979.842224126
1659067200,2022-07-29 04:00:00,BTC/USDT,23988.41,23988.41,23988.41,23988.41,0.04000000,959.5364
1659063600,2022-07-29 03:00:00,BTC/USDT,23900.74,23900.74,23900.74,23900.74,0.00397435,94.989906019
1659060000,2022-07-29 02:00:00,BTC/USDT,23852.23,23852.23,23852.23,23852.23,0.00000000,0.0
1659056400,2022-07-29 01:00:00,BTC/USDT,23852.23,23852.23,23852.23,23852.23,0.00000000,0.0
1659052800,2022-07-29 00:00:00,BTC/USDT,23850.78,23852.23,23850.78,23852.23,0.45345938,10816.0174274174
1659049200,2022-07-28 23:00:00,BTC/USDT,23906.39,23906.39,23884.58,23906.39,0.03961199,946.9796816160999
1659045600,2022-07-28 22:00:00,BTC/USDT,23960.56,23960.56,23960.56,23960.56,0.00000000,0.0
1659042000,2022-07-28 21:00:00,BTC/USDT,23960.55,23960.56,23960.55,23960.56,0.60825479,14574.125391082402
1659038400,2022-07-28 20:00:00,BTC/USDT,24089.78,24089.78,23941.69,23941.69,0.47569919,11389.0425402311
1659034800,2022-07-28 19:00:00,BTC/USDT,23975.22,23975.22,23975.22,23975.22,0.00000000,0.0
1659031200,2022-07-28 18:00:00,BTC/USDT,23975.22,23975.22,23975.22,23975.22,0.00000000,0.0
1659027600,2022-07-28 17:00:00,BTC/USDT,23751.57,24000.00,23751.57,23975.22,4.03451761,96728.44729362421
1659024000,2022-07-28 16:00:00,BTC/USDT,23781.62,23918.47,23713.80,23813.25,0.75017070,17864.002421775
1659020400,2022-07-28 15:00:00,BTC/USDT,23141.75,23865.35,23119.89,23865.35,7.12578719,170059.40531486648
1659016800,2022-07-28 14:00:00,BTC/USDT,22829.10,23073.04,22829.10,23073.04,0.01656218,382.1398416272
1659013200,2022-07-28 13:00:00,BTC/USDT,23012.87,23196.11,22784.58,22784.58,0.21913224,4992.8360528592
1659009600,2022-07-28 12:00:00,BTC/USDT,22941.83,23196.11,22877.43,23196.11,0.37357438,8665.4724116618
1659006000,2022-07-28 11:00:00,BTC/USDT,23099.88,23099.88,23099.88,23099.88,0.00936455,216.319981254
1659002400,2022-07-28 10:00:00,BTC/USDT,22905.44,22905.44,22905.44,22905.44,0.00000000,0.0
1658998800,2022-07-28 09:00:00,BTC/USDT,22909.06,22909.06,22905.44,22905.44,0.09184367,2103.7196725648
1658995200,2022-07-28 08:00:00,BTC/USDT,22914.38,22918.45,22914.38,22918.45,0.15415987,3533.1052726015
1658991600,2022-07-28 07:00:00,BTC/USDT,22972.33,22975.87,22888.32,22930.67,22.11821540,507185.498326318
1658988000,2022-07-28 06:00:00,BTC/USDT,23157.84,23157.84,23143.30,23143.30,0.10223358,2366.022412014
1658984400,2022-07-28 05:00:00,BTC/USDT,23066.78,23066.78,23066.78,23066.78,0.08784607,2026.3259705546
1658980800,2022-07-28 04:00:00,BTC/USDT,23147.19,23147.19,23147.18,23147.18,0.06295719,1457.2814092242
1658977200,2022-07-28 03:00:00,BTC/USDT,23375.76,23375.76,23375.76,23375.76,0.00000000,0.0
1658973600,2022-07-28 02:00:00,BTC/USDT,22896.51,23375.76,22896.51,23375.76,0.14398479,3365.7538946903996
1658970000,2022-07-28 01:00:00,BTC/USDT,23010.36,23010.36,23010.36,23010.36,0.00000000,0.0
1658966400,2022-07-28 00:00:00,BTC/USDT,23010.36,23010.36,23010.36,23010.36,0.08000000,1840.8288
1658962800,2022-07-27 23:00:00,BTC/USDT,22936.69,22936.69,22936.69,22936.69,0.03654530,838.228217057
1658959200,2022-07-27 22:00:00,BTC/USDT,22691.19,22895.89,22654.66,22895.89,0.38955596,8919.2304090044
1658955600,2022-07-27 21:00:00,BTC/USDT,22704.45,22724.24,22658.16,22695.27,0.22260866,5052.1636430382005
1658952000,2022-07-27 20:00:00,BTC/USDT,22836.06,22836.06,22761.16,22808.18,0.03190754,727.7529156772
1658948400,2022-07-27 19:00:00,BTC/USDT,22688.30,23036.04,22688.30,22710.62,3.12038097,70865.7864649014
1658944800,2022-07-27 18:00:00,BTC/USDT,22157.07,22612.39,21868.36,22544.55,3.61231031,81437.9103993105
1658941200,2022-07-27 17:00:00,BTC/USDT,21503.54,21765.08,21475.30,21639.77,2.09624463,45362.25165693511
1658937600,2022-07-27 16:00:00,BTC/USDT,21507.23,21697.90,21507.23,21575.47,1.01754763,21954.0683646361
1658934000,2022-07-27 15:00:00,BTC/USDT,21435.09,21484.06,21423.51,21423.51,0.29829305,6390.4841396055
1658930400,2022-07-27 14:00:00,BTC/USDT,21434.89,21434.89,21434.89,21434.89,0.00255481,54.76207132089999
1658926800,2022-07-27 13:00:00,BTC/USDT,21344.16,21399.05,21344.16,21399.04,0.00612587,131.08773716480002
1658923200,2022-07-27 12:00:00,BTC/USDT,21301.46,21407.51,21301.46,21407.51,0.07341838,1571.7047040338
1658919600,2022-07-27 11:00:00,BTC/USDT,21275.63,21350.87,21149.62,21168.29,4.97443184,105300.21577435361
1658916000,2022-07-27 10:00:00,BTC/USDT,21291.14,21316.85,21270.44,21273.85,0.09974250,2121.9069836249996
1658912400,2022-07-27 09:00:00,BTC/USDT,21299.81,21324.37,21288.15,21288.15,0.12232640,2604.1027521600004
1658908800,2022-07-27 08:00:00,BTC/USDT,21352.48,21352.48,21352.48,21352.48,0.00000000,0.0
1658905200,2022-07-27 07:00:00,BTC/USDT,21255.15,21454.13,21255.15,21352.48,0.70982511,15156.5264647728
1658901600,2022-07-27 06:00:00,BTC/USDT,21215.02,21215.02,21200.54,21208.39,0.00362254,76.8282411106
1658898000,2022-07-27 05:00:00,BTC/USDT,21196.73,21222.66,21196.73,21222.66,0.00268283,56.9367889278
1658894400,2022-07-27 04:00:00,BTC/USDT,21111.33,21120.50,21107.13,21107.13,0.05254813,1109.1402111669
1658890800,2022-07-27 03:00:00,BTC/USDT,21188.52,21194.64,21061.74,21063.18,0.17230180,3629.2238277240003
1658887200,2022-07-27 02:00:00,BTC/USDT,21210.78,21210.78,21210.78,21210.78,0.00000000,0.0
1658883600,2022-07-27 01:00:00,BTC/USDT,21210.78,21210.78,21210.78,21210.78,0.00000000,0.0
1658880000,2022-07-27 00:00:00,BTC/USDT,21210.78,21210.78,21186.10,21210.78,0.28539799,6053.513978332199
1658876400,2022-07-26 23:00:00,BTC/USDT,21133.86,21135.23,21077.36,21098.62,0.04915417,1037.0851542454
1658872800,2022-07-26 22:00:00,BTC/USDT,20940.37,21120.93,20940.37,21101.89,0.01609097,339.54987893329996
1658869200,2022-07-26 21:00:00,BTC/USDT,20987.02,20987.02,20885.00,20937.86,0.11560883,2420.6014973038
1658865600,2022-07-26 20:00:00,BTC/USDT,20964.25,20964.41,20880.51,20946.49,0.07326316,1534.6060483084
1658862000,2022-07-26 19:00:00,BTC/USDT,20915.98,20915.98,20859.60,20859.60,0.02618103,546.125813388
1658858400,2022-07-26 18:00:00,BTC/USDT,20953.32,20953.32,20953.32,20953.32,0.02388424,500.4541236768
1658854800,2022-07-26 17:00:00,BTC/USDT,20961.69,21039.00,20946.67,20946.67,0.09599786,2010.8354941261998
1658851200,2022-07-26 16:00:00,BTC/USDT,20792.87,20866.39,20792.87,20866.39,0.00544671,113.65317507689998
1658847600,2022-07-26 15:00:00,BTC/USDT,20877.32,20888.49,20874.94,20888.49,0.05846514,1221.2484922386
1658844000,2022-07-26 14:00:00,BTC/USDT,20923.13,20923.13,20859.55,20902.86,0.11974415,2502.995203269
1658840400,2022-07-26 13:00:00,BTC/USDT,20997.46,21015.43,20800.35,20990.35,0.43809863,9195.8435782205
1658836800,2022-07-26 12:00:00,BTC/USDT,21042.24,21139.43,21017.10,21017.10,0.72830611,15306.882344480999
1658833200,2022-07-26 11:00:00,BTC/USDT,21105.41,21105.41,21081.19,21100.04,0.00624226,131.71193569040003
1658829600,2022-07-26 10:00:00,BTC/USDT,21070.00,21073.28,21070.00,21073.28,0.04754907,1002.0148658495999
1658826000,2022-07-26 09:00:00,BTC/USDT,21088.13,21088.13,21081.07,21081.07,0.02369503,499.5165860821
1658822400,2022-07-26 08:00:00,BTC/USDT,21040.50,21069.13,21016.90,21064.52,0.25290098,5327.2377512296
1658818800,2022-07-26 07:00:00,BTC/USDT,21090.63,21099.66,21049.73,21049.73,1.08552208,22849.9466930384
1658815200,2022-07-26 06:00:00,BTC/USDT,21161.63,21161.63,21084.21,21084.21,1.14507183,24142.934928804298
1658811600,2022-07-26 05:00:00,BTC/USDT,21089.25,21144.17,21057.29,21144.17,2.64787771,55987.1764394507
1658808000,2022-07-26 04:00:00,BTC/USDT,21196.49,21220.68,21176.20,21176.20,0.84201036,17830.579785432
1658804400,2022-07-26 03:00:00,BTC/USDT,21056.26,21176.43,20929.44,21119.47,2.48144148,52406.728893615604
1658800800,2022-07-26 02:00:00,BTC/USDT,21085.32,21085.32,21059.99,21077.47,0.07390613,1557.7542378911
1658797200,2022-07-26 01:00:00,BTC/USDT,21053.01,21100.80,21053.01,21100.00,0.06547542,1381.5313620000002
1658793600,2022-07-26 00:00:00,BTC/USDT,21258.70,21258.70,21007.48,21008.68,1.45416726,30550.1346318168
1658790000,2022-07-25 23:00:00,BTC/USDT,21643.37,21659.65,21298.19,21353.99,2.59180577,55345.394494522305
1658786400,2022-07-25 22:00:00,BTC/USDT,21953.45,21953.45,21541.35,21653.82,1.10247776,23872.854969043197
1658782800,2022-07-25 21:00:00,BTC/USDT,22149.80,22149.80,22149.80,22149.80,0.09169628,2031.054262744
1658779200,2022-07-25 20:00:00,BTC/USDT,22112.33,22189.96,22112.33,22189.95,0.64633168,14342.067662616
1658775600,2022-07-25 19:00:00,BTC/USDT,21658.25,21855.13,21593.95,21855.13,2.29116236,50073.6512289068
1658772000,2022-07-25 18:00:00,BTC/USDT,21884.62,21884.62,21884.62,21884.62,0.00000000,0.0
1658768400,2022-07-25 17:00:00,BTC/USDT,21928.69,21928.69,21884.62,21884.62,0.00099532,21.7821999784
1658764800,2022-07-25 16:00:00,BTC/USDT,21910.46,21953.21,21910.46,21953.21,0.72516510,15919.701724970999
1658761200,2022-07-25 15:00:00,BTC/USDT,21771.65,21771.65,21771.65,21771.65,0.00000000,0.0
1658757600,2022-07-25 14:00:00,BTC/USDT,21870.55,21870.55,21711.52,21771.65,0.16937009,3687.4663199485003
1658754000,2022-07-25 13:00:00,BTC/USDT,21931.88,21931.88,21807.82,21925.00,1.61770288,35468.135644
1658750400,2022-07-25 12:00:00,BTC/USDT,21938.90,21938.91,21904.32,21904.32,0.13342575,2922.60032424
1658746800,2022-07-25 11:00:00,BTC/USDT,22085.61,22085.61,21962.63,21962.63,0.05971770,1311.5577495510001
1658743200,2022-07-25 10:00:00,BTC/USDT,21993.24,21993.24,21993.24,21993.24,0.00294772,64.82991341280001
1658739600,2022-07-25 09:00:00,BTC/USDT,22033.52,22033.52,21982.62,21982.62,0.20859197,4585.3980115613995
1658736000,2022-07-25 08:00:00,BTC/USDT,21900.00,22040.71,21900.00,22040.71,0.01160577,255.79941089669998
1658732400,2022-07-25 07:00:00,BTC/USDT,21919.40,21919.40,21919.40,21919.40,0.04141620,907.81825428
1658728800,2022-07-25 06:00:00,BTC/USDT,21911.84,21911.84,21911.84,21911.84,0.07906262,1732.4074794208
1658725200,2022-07-25 05:00:00,BTC/USDT,21791.00,21791.00,21791.00,21791.00,0.00000000,0.0
1658721600,2022-07-25 04:00:00,BTC/USDT,21791.00,21791.00,21791.00,21791.00,0.01265392,275.74157072
1658718000,2022-07-25 03:00:00,BTC/USDT,21857.99,21862.52,21857.99,21862.52,0.10686882,2336.4217146264
1658714400,2022-07-25 02:00:00,BTC/USDT,22156.25,22156.25,21887.40,21943.30,0.77025424,16901.919864592
1658710800,2022-07-25 01:00:00,BTC/USDT,22196.01,22196.02,22196.01,22196.02,0.44767164,9936.5286748728
1658707200,2022-07-25 00:00:00,BTC/USDT,22571.05,22571.05,22571.05,22571.05,0.00109960,24.81912658
1658703600,2022-07-24 23:00:00,BTC/USDT,22659.60,22730.09,22558.42,22604.23,0.03954776,893.9466630248
1658700000,2022-07-24 22:00:00,BTC/USDT,22797.47,22974.56,22641.89,22641.89,0.61581678,13943.255792914199
1658696400,2022-07-24 21:00:00,BTC/USDT,22735.64,22797.84,22735.64,22797.84,0.58692847,13380.701350504802
1658692800,2022-07-24 20:00:00,BTC/USDT,22689.78,22784.12,22688.16,22750.60,0.05160381,1174.017639786
1658689200,2022-07-24 19:00:00,BTC/USDT,22736.89,22736.89,22699.08,22699.08,0.57175748,12978.368779118402
1658685600,2022-07-24 18:00:00,BTC/USDT,22778.41,22778.41,22709.15,22736.89,0.01659611,377.3439274979
1658682000,2022-07-24 17:00:00,BTC/USDT,22828.65,22828.65,22774.42,22774.42,0.16943688,3858.8266686096
1658678400,2022-07-24 16:00:00,BTC/USDT,22809.45,22809.45,22699.55,22699.55,0.09559317,2169.9219420735
1658674800,2022-07-24 15:00:00,BTC/USDT,22811.52,22811.52,22811.52,22811.52,0.00211295,48.199601184
1658671200,2022-07-24 14:00:00,BTC/USDT,22740.05,22777.78,22701.57,22701.57,0.00875788,198.81762587159997
1658667600,2022-07-24 13:00:00,BTC/USDT,22519.59,22568.80,22519.59,22568.80,0.00694633,156.77033250399998
1658664000,2022-07-24 12:00:00,BTC/USDT,22635.28,22746.56,22635.28,22679.70,0.50313350,11410.916839950001
1658660400,2022-07-24 11:00:00,BTC/USDT,22554.04,22554.04,22554.04,22554.04,0.06627952,1494.8709452608
1658656800,2022-07-24 10:00:00,BTC/USDT,22633.87,22633.87,22502.92,22502.92,0.08434106,1897.9201258951998
1658653200,2022-07-24 09:00:00,BTC/USDT,22680.22,22680.22,22680.22,22680.22,0.00000000,0.0
1658649600,2022-07-24 08:00:00,BTC/USDT,22680.22,22680.22,22680.22,22680.22,0.08319575,1886.897913065
1658646000,2022-07-24 07:00:00,BTC/USDT,22638.96,22638.96,22638.96,22638.96,0.00000000,0.0
1658642400,2022-07-24 06:00:00,BTC/USDT,22730.45,22730.45,22638.96,22638.96,0.06594255,1492.870751748
1658638800,2022-07-24 05:00:00,BTC/USDT,22586.64,22586.64,22586.64,22586.64,0.07999999,1806.9309741336
1658635200,2022-07-24 04:00:00,BTC/USDT,22461.22,22461.22,22461.22,22461.22,0.00000000,0.0
1658631600,2022-07-24 03:00:00,BTC/USDT,22461.22,22461.22,22461.22,22461.22,0.00000000,0.0
1658628000,2022-07-24 02:00:00,BTC/USDT,22461.22,22461.22,22461.22,22461.22,0.00000000,0.0
1658624400,2022-07-24 01:00:00,BTC/USDT,22461.22,22461.22,22461.22,22461.22,0.00000000,0.0
1658620800,2022-07-24 00:00:00,BTC/USDT,22461.22,22461.22,22461.22,22461.22,0.00000000,0.0
1658617200,2022-07-23 23:00:00,BTC/USDT,22461.22,22461.22,22461.22,22461.22,0.22276232,5003.513477230401
1658613600,2022-07-23 22:00:00,BTC/USDT,22439.12,22439.12,22395.72,22395.72,0.00203980,45.682789656000004
1658610000,2022-07-23 21:00:00,BTC/USDT,22311.26,22311.26,22311.26,22311.26,0.00000000,0.0
1658606400,2022-07-23 20:00:00,BTC/USDT,22257.80,22346.10,22257.80,22311.26,0.00936571,208.96079089459997
1658602800,2022-07-23 19:00:00,BTC/USDT,22064.17,22064.17,22064.17,22064.17,0.00867267,191.35526523389998
1658599200,2022-07-23 18:00:00,BTC/USDT,21983.23,21983.23,21983.23,21983.23,0.07886443,1733.6949035088999
1658595600,2022-07-23 17:00:00,BTC/USDT,22095.48,22095.48,22095.48,22095.48,0.06000000,1325.7287999999999
1658592000,2022-07-23 16:00:00,BTC/USDT,22281.56,22281.56,22281.56,22281.56,0.00000000,0.0
1658588400,2022-07-23 15:00:00,BTC/USDT,22247.12,22293.72,22241.48,22281.56,0.10462649,2331.2414145244
1658584800,2022-07-23 14:00:00,BTC/USDT,22346.52,22346.52,22258.38,22276.72,0.03082368,686.6504887296
1658581200,2022-07-23 13:00:00,BTC/USDT,22287.64,22287.64,22287.64,22287.64,0.06799809,1515.5169506076
1658577600,2022-07-23 12:00:00,BTC/USDT,22330.61,22330.61,22301.58,22301.58,0.09346712,2084.4644540496
1658574000,2022-07-23 11:00:00,BTC/USDT,22391.54,22482.31,22229.02,22229.02,1.39425522,30992.9271704844
1658570400,2022-07-23 10:00:00,BTC/USDT,22440.92,22440.92,22440.92,22440.92,0.00217306,48.7654656152
1658566800,2022-07-23 09:00:00,BTC/USDT,22619.47,22619.47,22613.38,22618.63,0.34256639,7748.382425845701
1658563200,2022-07-23 08:00:00,BTC/USDT,22817.16,22835.34,22762.15,22762.15,0.00960171,218.5555632765
1658559600,2022-07-23 07:00:00,BTC/USDT,22738.52,22813.32,22738.52,22813.32,0.69589258,15875.6201131656
1658556000,2022-07-23 06:00:00,BTC/USDT,22890.36,22890.36,22834.55,22834.55,0.02569171,586.6586365805
1658552400,2022-07-23 05:00:00,BTC/USDT,22981.06,22981.06,22849.45,22900.54,0.28083282,6431.2232277227995
1658548800,2022-07-23 04:00:00,BTC/USDT,22797.46,22967.92,22797.46,22967.92,0.01608671,369.4782683432
1658545200,2022-07-23 03:00:00,BTC/USDT,22873.05,22873.05,22843.50,22843.50,0.00900506,205.70708811
1658541600,2022-07-23 02:00:00,BTC/USDT,22779.21,22779.21,22779.21,22779.21,0.00000000,0.0
1658538000,2022-07-23 01:00:00,BTC/USDT,22769.23,22779.21,22764.63,22779.21,0.06547645,1491.5018046045
1658534400,2022-07-23 00:00:00,BTC/USDT,22792.31,22792.31,22792.31,22792.31,0.00115435,26.3103030485
1658530800,2022-07-22 23:00:00,BTC/USDT,22705.13,22720.55,22705.13,22720.55,0.00257969,58.611975629499995
1658527200,2022-07-22 22:00:00,BTC/USDT,22705.75,22926.31,22700.00,22725.00,0.07673292,1743.7556069999998
1658523600,2022-07-22 21:00:00,BTC/USDT,22735.52,22778.00,22735.52,22778.00,0.32352495,7369.2513111
1658520000,2022-07-22 20:00:00,BTC/USDT,22669.30,22684.51,22549.49,22573.90,0.01546172,349.03132110800004
1658516400,2022-07-22 19:00:00,BTC/USDT,23072.77,23097.30,22575.96,22606.17,2.58742054,58491.668588731794
1658512800,2022-07-22 18:00:00,BTC/USDT,22953.77,23008.09,22945.64,22999.02,0.87867464,20208.655618852797
1658509200,2022-07-22 17:00:00,BTC/USDT,23180.92,23180.92,22898.04,22986.73,0.53235216,12237.035366836799
1658505600,2022-07-22 16:00:00,BTC/USDT,23245.25,23285.74,23077.37,23102.81,0.60481992,13973.0396959752
1658502000,2022-07-22 15:00:00,BTC/USDT,23645.78,23645.78,23248.24,23274.35,1.15198882,26811.790992766997
1658498400,2022-07-22 14:00:00,BTC/USDT,23473.28,23657.23,23402.42,23648.33,1.59194487,37646.8376275671
1658494800,2022-07-22 13:00:00,BTC/USDT,23603.09,23606.37,23469.67,23469.67,1.21474171,28509.587068935696
1658491200,2022-07-22 12:00:00,BTC/USDT,23633.98,23684.18,23594.81,23594.81,0.08638719,2038.2893344839001
1658487600,2022-07-22 11:00:00,BTC/USDT,23445.45,23603.49,23436.35,23577.00,0.27810821,6556.957267170001
1658484000,2022-07-22 10:00:00,BTC/USDT,23486.20,23550.35,23454.33,23550.35,0.31125296,7330.116146536
1658480400,2022-07-22 09:00:00,BTC/USDT,23314.09,23471.11,23314.09,23471.11,0.28090682,6593.1948719702
1658476800,2022-07-22 08:00:00,BTC/USDT,23197.39,23280.17,23180.93,23193.11,0.88473070,20519.656445477
1658473200,2022-07-22 07:00:00,BTC/USDT,23286.13,23286.13,23286.13,23286.13,0.02688893,626.1391195409
1658469600,2022-07-22 06:00:00,BTC/USDT,23164.78,23164.78,23142.94,23142.94,0.00148904,34.4607633776
1658466000,2022-07-22 05:00:00,BTC/USDT,23064.77,23064.77,23050.44,23050.44,0.00363806,83.8588837464
1658462400,2022-07-22 04:00:00,BTC/USDT,22930.50,22974.04,22896.08,22974.04,0.18876048,4336.5908179392
1658458800,2022-07-22 03:00:00,BTC/USDT,23018.87,23022.02,22911.44,22927.19,0.04091319,938.0244806361
1658455200,2022-07-22 02:00:00,BTC/USDT,23082.65,23087.49,23010.26,23010.26,0.03234665,744.3048266289999
1658451600,2022-07-22 01:00:00,BTC/USDT,23223.96,23264.19,23107.06,23107.06,0.09421058,2176.9295246948
1658448000,2022-07-22 00:00:00,BTC/USDT,23138.47,23331.73,23138.47,23278.56,0.02004676,466.65970546560004
1658444400,2022-07-21 23:00:00,BTC/USDT,23215.21,23215.21,23104.05,23156.28,0.10707890,2479.548990492
1658440800,2022-07-21 22:00:00,BTC/USDT,23041.61,23041.61,23041.61,23041.61,0.00781586,180.08999793460004
1658437200,2022-07-21 21:00:00,BTC/USDT,23103.57,23178.26,23103.57,23142.33,0.02501386,578.8790026938
1658433600,2022-07-21 20:00:00,BTC/USDT,23276.65,23276.65,23111.72,23127.54,0.24323697,5625.4727531538
1658430000,2022-07-21 19:00:00,BTC/USDT,23106.35,23106.35,23102.69,23102.69,0.21652431,5002.294011393899
1658426400,2022-07-21 18:00:00,BTC/USDT,22863.31,22863.31,22863.31,22863.31,0.02738529,626.1183747099001
1658422800,2022-07-21 17:00:00,BTC/USDT,23052.78,23089.90,22876.62,22876.62,0.12533220,2867.177113164
1658419200,2022-07-21 16:00:00,BTC/USDT,22829.39,23108.35,22829.39,22969.02,1.16913815,26853.957550113
1658415600,2022-07-21 15:00:00,BTC/USDT,22597.99,22630.35,22557.67,22622.80,0.01241118,280.775642904
1658412000,2022-07-21 14:00:00,BTC/USDT,22740.09,22740.09,22434.29,22557.81,0.01438988,324.60417896280006
1658408400,2022-07-21 13:00:00,BTC/USDT,22782.22,22796.57,22624.52,22658.81,0.71011645,16090.3937184245
1658404800,2022-07-21 12:00:00,BTC/USDT,22608.97,22832.61,22596.36,22734.98,0.06849766,1557.2929301468
